,Unnamed: 0,number,year,url,DJ score,WT score,AC score,JO score,AJ score,pdf only?,success,full text index
154,154,154,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0926961496800190,,,,,,,0,
155,155,155,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0040402096009118,,,,,,,1,77
156,156,156,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0082495X07800187,0.0,,,,,,0,
157,157,157,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0022391396903479,,,,,,,1,78
158,158,158,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1040048605800055,,,,,,,1,79
159,159,159,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0065271708701424,,,,,,,0,
160,160,160,1996,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0376736196800276,,,,,,,0,
161,161,161,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X97000619,,,,,,,1,80
162,162,162,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1350630797000095,,,,,,,1,81
163,163,163,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X97000863,,,,,,,1,82
164,164,164,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X97893407,,,,,,,1,83
165,165,165,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0011916497001574,,,,,,,1,84
166,166,166,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0375650596000302,,,,,,,1,85
167,167,167,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0379677997038605,,2.0,,,2.0,,1,86
168,168,168,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0257897296028605,,,,,,,1,87
169,169,169,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X97000632,,,,,,,1,88
170,170,170,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0254058497803082,,,,,,,1,89
171,171,171,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S025405849701941X,,,,,,,1,90
172,172,172,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0013468696002125,,,,,,,1,91
173,173,173,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0013468696002745,,1.0,,,2.0,,1,92
174,174,174,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X97000887,,,,,,,1,93
175,175,175,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000428,,,,,,,1,94
176,176,176,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0013468696002058,,,,,,,1,95
177,177,177,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0950061897000238,,,,,,,1,96
178,178,178,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1073874697800709,,,,,,,1,97
179,179,179,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0013468696002502,,,,,,,1,98
180,180,180,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X9700022X,,,,,,,1,99
181,181,181,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0254058497800727,,,,,,,1,100
182,182,182,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S001346869600357X,,,,,,,1,101
183,183,183,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0257897297000303,,,,,,,1,102
184,184,184,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0254058497801137,,,,,,,1,103
185,185,185,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000957,,,,,,,1,104
186,186,186,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0040603197000828,,,,,,,1,105
187,187,187,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0378775397025743,,,,,,,1,106
188,188,188,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X97000656,,,,,,,1,107
189,189,189,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0022072897000442,,,,,,,1,108
190,190,190,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0010938X97000474,,,,,,,1,109
191,191,191,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0022113996035646,,,,,,,1,110
192,192,192,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0040609096095028,,,,,,,1,111
193,193,193,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000593,,,,,,,1,112
194,194,194,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0950061897000494,,,,,,,1,113
195,195,195,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000994,,,,,,,1,114
196,196,196,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0273122397000371,,,,,,,0,
197,197,197,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0168583X97005016,,,,,,,1,115
198,198,198,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000076,,,,,,,1,116
199,199,199,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000982,,,,,,,1,117
200,200,200,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S016943329700216X,,,,,,,1,118
201,201,201,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000842,,,,,,,1,119
202,202,202,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0142961296002104,,,,,,,1,120
203,203,203,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0304386X96000606,0.0,,,,,,1,121
204,204,204,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0026057697867712,,,,,,,1,122
205,205,205,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S030094409600673X,,,,,,,1,123
206,206,206,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0927775796038666,,,,,,,1,124
207,207,207,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0304386X96000321,,,,,,,1,125
208,208,208,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0015188297814115,,,,,,,1,126
209,209,209,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0301679X97000467,,,,,,,1,127
210,210,210,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S002207289605019X,,,,,,,1,128
211,211,211,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0168644597000351,,,,,,,1,129
212,212,212,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0257897296029118,,,,,,,1,130
213,213,213,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0304388696000435,,,,,,,1,131
214,214,214,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0964830597000486,,,,,,,1,132
215,215,215,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0894177796001380,,,,,,,1,133
216,216,216,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0013468696003660,,,,,,,1,134
217,217,217,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000970,,,,,,,1,135
218,218,218,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300944097000921,,,,,,,1,136
219,219,219,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0196890496002440,,,,,,,1,137
220,220,220,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0921509396105438,,,,,,,1,138
221,221,221,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0013468696004331,,,1.0,,,*,1,139
222,222,222,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0043135497001449,,,,,,,1,140
223,223,223,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0927775796038605,,,,,,,1,141
224,224,224,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0002817715608236,,,,,,,1,142
225,225,225,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0022072897001885,,,,,,,1,143
226,226,226,1997,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0013468696003982,,,,,,,1,144
